,address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state
29118,"5715 S Eastern Ave, Ste 105","{'Alcohol': 'beer_and_wine', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'DriveThru': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",NHFsXnwZDkY3ufoTE9iKjQ,"Mexican, Restaurants, Fast Food",Las Vegas,"{'Monday': '10:45-22:0', 'Tuesday': '10:45-22:0', 'Wednesday': '10:45-22:0', 'Thursday': '10:45-22:0', 'Friday': '10:45-22:0', 'Saturday': '10:45-22:0', 'Sunday': '10:45-22:0'}",1,36.0854182882,-115.119438384,Chipotle Mexican Grill,Southeast,89119,43,3.0,NV
30036,901-999 E Landing Strip Ave,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'CoatCheck': 'False', 'GoodForDancing': 'False', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}"", 'HappyHour': 'True', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",JJpoHl5mxJHwbaix71mfyg,"Pubs, American (Traditional), Bars, Nightlife, Restaurants",Las Vegas,"{'Monday': '7:0-23:0', 'Tuesday': '7:0-23:0', 'Wednesday': '7:0-23:0', 'Thursday': '7:0-23:0', 'Friday': '7:0-23:0', 'Saturday': '7:0-23:0', 'Sunday': '7:0-23:0'}",1,36.0856990312,-115.139543168,Village Pub & Grill,Southeast,89119,117,3.0,NV
30702,5757 Wayne Newton Blvd,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'quiet', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",aIyqvsWX2NPCVjW4EOTHFQ,"Restaurants, Sandwiches",Las Vegas,"{'Monday': '5:0-17:0', 'Tuesday': '5:0-17:0', 'Wednesday': '5:0-17:0', 'Thursday': '5:0-17:0', 'Friday': '5:0-17:0', 'Saturday': '5:0-17:0', 'Sunday': '5:0-17:0'}",1,36.0847897018,-115.151635687,Flatbreadz,Southeast,89119,53,2.5,NV
30913,,,EUotaEwRg1zOC0QLKn2hCQ,"Condominiums, Real Estate, Home Services, Apartments",Las Vegas,,1,36.0765176,-115.1533426,Bella Vita Condos,Southeast,89119,9,2.5,NV
32474,5757 Wayne Newton Blvd,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'loud', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",ykfsYdN3QF8HEBa9EbJRBg,"Restaurants, Sandwiches, Coffee & Tea, Bagels, Food",Las Vegas,"{'Monday': '5:0-0:0', 'Tuesday': '5:0-0:0', 'Wednesday': '5:0-0:0', 'Thursday': '5:0-0:0', 'Friday': '5:0-0:0', 'Saturday': '5:0-0:0', 'Sunday': '5:0-0:0'}",1,36.080733,-115.147022,The Great American Bagel,Southeast,89119,94,2.0,NV
33900,5757 Wayne Newton Blvd,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': False}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'CoatCheck': 'False', 'GoodForDancing': 'False', 'HappyHour': 'False', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", 'NoiseLevel': 'quiet', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'Smoking': 'no', 'WiFi': 'free'}",zdUT6mXCSkyWFm8I4ARkdw,"Bars, Airport Lounges, Lounges, Nightlife",Las Vegas,"{'Monday': '4:30-0:30', 'Tuesday': '4:30-0:30', 'Wednesday': '4:30-0:30', 'Thursday': '4:30-0:30', 'Friday': '4:30-0:30', 'Saturday': '4:30-0:30', 'Sunday': '4:30-0:30'}",1,36.0811096284,-115.139218606,United Club,Southeast,89119,42,3.5,NV
34377,"5905 S Eastern Ave, Ste 105","{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': True}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",42yLya7lhe7TQGz3KEdKAw,"Hawaiian, Seafood, Barbeque, Restaurants",Las Vegas,"{'Monday': '10:30-21:30', 'Tuesday': '10:30-21:30', 'Wednesday': '10:30-21:30', 'Thursday': '10:30-21:30', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-21:30'}",1,36.0819824,-115.1196025,#1 Hawaiian Barbecue,Southeast,89119,37,3.5,NV
34682,5915 S Eastern Ave,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1'}",A0TlTg8p0KdRueixzuFd1Q,"Department Stores, Shopping, Men's Clothing, Women's Clothing, Discount Store, Home & Garden, Home Decor, Fashion",Las Vegas,"{'Monday': '8:30-22:30', 'Tuesday': '8:30-22:30', 'Wednesday': '8:30-22:30', 'Thursday': '8:30-22:30', 'Friday': '8:30-22:30', 'Saturday': '8:30-22:30', 'Sunday': '9:0-23:0'}",1,36.0816107,-115.1219596,Ross Dress for Less,Southeast,89119,26,3.5,NV
35161,,"{'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'False', 'ByAppointmentOnly': 'True'}",rMttypjtXoJNOdAp4cYnLA,"Real Estate Services, Real Estate Agents, Real Estate, Home Services",Las Vegas,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}",1,36.0765176,-115.1533426,Madina Elamki,Southeast,89119,3,5.0,NV
36130,,"{'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'True', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True'}",kcZ-KVXOf50BbzsA1OX-tw,"Beauty & Spas, Tattoo",Las Vegas,"{'Monday': '12:0-20:0', 'Tuesday': '12:0-20:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '12:0-20:0', 'Saturday': '12:0-20:0', 'Sunday': '12:0-20:0'}",1,36.0765176,-115.1533426,Noelin Wheeler Tattoo,Southeast,89119,17,5.0,NV
36284,5757 Wayne Newton Blvd,,3eU5L4c8sH83u_sRFg58LA,"Security Services, Hotels & Travel, Public Services & Government, Professional Services, Airports",Las Vegas,"{'Monday': '8:30-17:0', 'Tuesday': '8:30-17:0', 'Wednesday': '8:30-17:0', 'Thursday': '8:30-17:0', 'Friday': '8:30-17:0'}",1,36.0853130086,-115.149428986,TSA PreCheck Enrollment Center,Southeast,89119,3,4.0,NV
36646,,{'BusinessAcceptsCreditCards': 'True'},1EqiwKUWHER4ki_CiC3vvw,"Event Photography, Event Planning & Services, Session Photography, Photographers, Wedding Planning",Las Vegas,,1,36.0765176,-115.1533426,The Sin City Shooter,Southeast,89119,6,5.0,NV
37182,,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",TEb_8YXrS1w5ttQAWwNV6A,"Carpeting, Carpet Installation, Flooring, Home Services",Las Vegas,"{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-17:0', 'Sunday': '13:0-17:0'}",1,36.0765176,-115.1533426,Floor Covering Factory Outlet,Southeast,89119,9,4.0,NV
37235,5975 S Eastern Ave,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': True, 'brunch': True}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",mKNzA_CjO3NXcCn9RphHiw,"Restaurants, Mexican",Las Vegas,,1,36.0808928,-115.119409,Del Taco,Southeast,89119,10,3.5,NV
39174,115 E Tropicana Ave,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'CoatCheck': 'False', 'HappyHour': 'False', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'Smoking': 'no', 'WheelchairAccessible': 'True'}",qK7Y3mWKVIBI2pb9J71bUQ,"Comedy Clubs, Event Planning & Services, Nightlife, Performing Arts, Arts & Entertainment, Magicians",Las Vegas,,1,36.0993459,-115.167874,Comedy Daredevil,Southeast,89109,8,5.0,NV
39337,5757 Wayne Newton Blvd,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'DriveThru': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'loud', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",lxM13Vq0WzbLVxq1Cl04zQ,"Burgers, Restaurants, Chicken Wings, Hot Dogs",Las Vegas,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,36.0819322382,-115.147665797,Nathan's Famous,Southeast,89111,33,2.0,NV
40576,5233 Rent A Car Rd,,6CS2aE7X5OnXGeTtV0joww,"Car Rental, Hotels & Travel",Las Vegas,,0,36.094877,-115.150314,National Car Rental,Southeast,89119,23,4.0,NV
40760,McCarren International Airport,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",GPVnzRcvlhEK0-c6PImyoA,"Breakfast & Brunch, Restaurants",Las Vegas,"{'Monday': '6:0-20:0', 'Tuesday': '6:0-20:0', 'Wednesday': '6:0-20:0', 'Thursday': '6:0-20:0', 'Friday': '6:0-20:0', 'Saturday': '6:0-20:0', 'Sunday': '6:0-20:0'}",1,36.0829300716,-115.150987355,Einstein Bros Bagels,Southeast,89119,52,2.5,NV
40971,"105 E Reno Ave, Ste 10",,XhZzHN95MfbVrD_PYPRcqg,"Ticket Sales, Arts & Entertainment",Las Vegas,"{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-16:0', 'Sunday': '10:0-16:0'}",1,36.0967419,-115.1676859,Onlinetickets.com,Southeast,89119,3,1.0,NV
41921,2415 E Tropicana Ave,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",9UZbY3FxhpNZ8sVWcYON6A,"American (Traditional), Buffets, Restaurants, Pizza",Las Vegas,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",1,36.098677067,-115.118678212,Cicis,Southeast,89121,125,3.0,NV
41951,5757 Wayne Newton Blvd,,okO10H5YosYF020aXy2Hrg,"Transportation, Airlines, Hotels & Travel",Las Vegas,,1,36.0853715032,-115.14055911,Alaska Airlines,Southeast,89119,46,3.5,NV
44837,5075 Koval Lane,"{'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': 'free'}",Mtuqu_1qlxzuyrSt-EWdIg,"Hotels & Travel, Event Planning & Services, Hotels",Las Vegas,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,36.0982756,-115.16403926,Travelodge by Wyndham Las Vegas Airport No/Near The Strip,Southeast,89119,42,2.0,NV
45067,3801 S Las Vegas Blvd,"{'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True'}",pidzKWvZnUkX5kwmEAnJOg,"Event Planning & Services, Performing Arts, Arts & Entertainment, Magicians",Las Vegas,,1,36.0993632,-115.1709616,Murray 'Celebrity Magician',The Strip,89109,60,3.5,NV
45613,5757 Wayne Newton Blvd,"{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",3zi81XrZYIMjaJnC0JLSsg,"Ice Cream & Frozen Yogurt, Food",Las Vegas,,1,36.086251,-115.151703,TCBY,Southeast,89101,8,2.5,NV
46430,5757 Wayne Newton Blvd,,ubohTuCR5-Zst2u9N25kxw,Public Services & Government,Las Vegas,,1,36.0849929,-115.1511348,TSA Checkpoint Terminal 1 - D - Mccarran International Airport,Southeast,89119,23,2.0,NV
46611,1360 E Flamingo Rd,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2'}",zwK73LLsBLXSO9Cs2tBK_A,"Shopping, Drugstores",Las Vegas,"{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-21:0', 'Saturday': '9:0-18:0', 'Sunday': '9:0-18:0'}",1,36.0868045,-115.1681484,CVS Pharmacy,Southeast,89119,7,3.5,NV
46836,"5775 S Eastern Ave, Ste 102","{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '1', 'WheelchairAccessible': 'True'}",H_FwiRpgRcXSV-v1-N4Qhw,"Skin Care, Henna Artists, Event Planning & Services, Beauty & Spas, Eyelash Service, Hair Removal",Las Vegas,"{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0'}",1,36.084879,-115.119434,Diya Eyebrow Threading,Southeast,89119,50,4.5,NV
47726,,,KIe2RpBkVGYXf6_NMdbDNQ,"Transportation, Hotels & Travel",Las Vegas,,1,36.0765176,-115.1533426,Megabus,Southeast,89119,69,2.5,NV
47728,5825 S Eastern Ave,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2'}",4LYbQIcNjB9pPbI_0JPgqw,"Home Services, Nurseries & Gardening, Shopping, Hardware Stores, Home & Garden, Building Supplies, Carpeting",Las Vegas,"{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-18:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '6:0-21:0', 'Sunday': '8:0-20:0'}",1,36.0842928186,-115.122101987,Lowe's Home Improvement,Southeast,89119,45,3.5,NV
48880,"5025 S Eastern Ave, Ste 23","{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'False', 'WheelchairAccessible': 'True'}",yUzII0aClaBc7K7kKY6bJQ,"Specialty Food, Meat Shops, Food, Beer, Wine & Spirits",Las Vegas,"{'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-18:0'}",1,36.098107,-115.119846,Village Meat & Wine,Southeast,89119,41,4.5,NV
50023,McCarran Airport,"{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True'}",q7f_lCOKf40idrVSzmoYug,"Food, Desserts",Las Vegas,,1,36.0814793064,-115.13721195,Cinnabon,Southeast,89119,32,3.0,NV
50349,"Mccarran Int'l Airport, Terminal 1 - C Gates, Terminal C","{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",k7WrLT80uGJyfIeXCSs8og,"Food, Juice Bars & Smoothies",Las Vegas,"{'Monday': '4:30-21:0', 'Tuesday': '4:30-21:0', 'Wednesday': '4:30-21:0', 'Thursday': '4:30-21:0', 'Friday': '4:30-21:0', 'Saturday': '4:30-20:0', 'Sunday': '4:30-21:0'}",1,36.0833234937,-115.148674889,Jamba Juice,Southeast,89119,80,3.0,NV
50351,5757 Wayne Newton Blvd,"{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True'}",Sjm47MTlpLs3U2IQhUlPsg,"Day Spas, Massage, Beauty & Spas, Nail Salons",Las Vegas,"{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '6:0-21:0', 'Sunday': '6:0-21:0'}",1,36.086017,-115.134637,XpresSpa,Southeast,89119,29,4.0,NV
50352,6005 S Eastern Ave,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'DriveThru': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'loud', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",DDfGmZ07nTAR579uCd7gzQ,"Fast Food, Food, Restaurants, Burgers, Coffee & Tea",Las Vegas,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,36.0803469,-115.1218821,McDonald's,Southeast,89119,10,1.5,NV
50353,5757 Wayne Newton Blvd,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': True, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'loud', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",2IvrdAb6zdxr3ZqplqJHbg,"Restaurants, Mexican",Las Vegas,"{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-20:30', 'Sunday': '7:0-21:0'}",1,36.0805241787,-115.146616457,Jose Cuervo Tequileria,Southeast,89119,460,2.0,NV
